,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2134,45372746,1.0,False,De Baarsjes - Oud-West,52.35665,4.85461,Private room,2,1,2,6,195.0,1,365,True,20,4,4.79,True,97.5,195.0,0.07,0.23,0.22,4.99,0.5,1565.0
2135,45429116,0.030000000000000027,False,Zuid,52.35643,4.8557,Private room,3,1,3,13,270.0,1,365,True,23,5,4.7,True,90.0,270.0,0.1,0.15,0.21,4.99,0.5,1965.0
2136,45461175,0.97,False,Oud-Oost,52.36076,4.92498,Entire home/apt,6,3,5,13,450.0,4,90,True,0,4,4.47,True,75.0,1800.0,0.08,0.25,0.23,10.99,0.32054794520547947,2269.6575342465753
2137,45463326,0.99,False,Centrum-Oost,52.35998,4.89264,Private room,2,1,2,4,162.0,1,1124,True,5,12,4.53,True,81.0,162.0,0.08,0.16,0.19,4.99,0.1111111111111111,771.6666666666666
2138,45464344,1.0,False,Centrum-Oost,52.36166,4.89138,Private room,2,1,1,9,137.0,1,60,True,4,16,4.55,True,68.5,137.0,0.08,0.16,0.18,4.99,0.12,760.6
2139,45464448,0.96,False,Centrum-Oost,52.35991,4.89047,Private room,4,1,4,9,168.0,1,1125,True,13,11,4.2,True,42.0,168.0,0.06,0.13,0.22,4.99,0.125,968.5416666666666
2140,45488821,0.45000000000000007,False,Centrum-Oost,52.37091,4.90694,Private room,2,1,1,7,180.0,3,1125,True,0,0,4.79,False,90.0,540.0,0.08,0.18,0.21,4.99,0.4301369863013699,928.4246575342465
2141,45539425,1.0,True,Oud-Noord,52.3881,4.91438,Shared room,1,1,1,6,96.0,1,365,True,29,16,4.81,True,96.0,96.0,0.05,0.07,0.17,4.99,0.7912087912087912,428.2967032967033
2142,45539466,0.7,True,Oud-Noord,52.3881,4.91438,Private room,2,1,1,12,147.0,1,365,True,7,2,4.59,True,73.5,147.0,0.06,0.15,0.17,4.99,0.7769516728624535,667.2490706319703
2143,45539504,0.74,True,Oud-Noord,52.3881,4.91438,Shared room,2,1,1,6,139.0,1,365,True,24,10,4.86,True,69.5,139.0,0.06,0.11,0.18,4.99,0.7894736842105263,724.1052631578947
2144,45539609,0.9199999999999999,True,Oud-Noord,52.3881,4.91438,Private room,4,1,3,8,270.0,1,365,True,12,0,4.0,True,67.5,270.0,0.1,0.16,0.28,4.99,0.5734265734265734,1422.3076923076924
2145,45539684,0.8,True,Oud-Noord,52.3881,4.91438,Private room,2,1,1,6,153.0,1,365,True,27,8,4.75,True,76.5,153.0,0.07,0.17,0.18,4.99,0.7956989247311828,910.3225806451613
2146,45539735,1.0,True,Oud-Noord,52.3881,4.91438,Private room,2,1,1,9,186.0,1,365,True,26,0,5.0,True,93.0,186.0,0.06,0.13,0.21,4.99,0.5806451612903226,1061.9354838709678
2147,45539834,1.0,True,Oud-Noord,52.3881,4.91438,Private room,3,1,3,13,211.0,1,365,True,11,3,4.44,True,70.33,211.0,0.09,0.14,0.17,4.99,0.5227272727272727,1227.8977272727273
2148,45539870,0.4,True,Oud-Noord,52.3881,4.91438,Private room,5,1,5,15,326.0,1,365,True,5,1,4.89,True,65.2,326.0,0.09,0.12,0.29,4.99,0.46808510638297873,1691.3120567375886
2149,45539926,0.86,True,Oud-Noord,52.3881,4.91438,Private room,4,1,4,14,272.0,1,365,True,6,0,4.67,True,68.0,272.0,0.07,0.18,0.24,4.99,0.5474452554744526,1425.109489051095
2150,45586950,0.73,True,Centrum-Oost,52.37236,4.90693,Private room,2,1,1,13,392.0,1,365,True,10,0,4.8,True,196.0,392.0,0.08,0.25,0.23,4.99,1.0,3377.5
2151,45589408,1.0,True,Centrum-Oost,52.3747,4.90634,Private room,2,1,1,20,367.0,1,365,True,17,0,5.0,True,183.5,367.0,0.08,0.29,0.27,4.99,1.0,3161.25
2152,45589540,0.7300000000000001,True,Centrum-Oost,52.37378,4.90505,Private room,2,1,1,18,358.0,1,365,True,6,0,4.5,True,179.0,358.0,0.08,0.29,0.24,4.99,1.0,3078.75
2153,45589621,1.0,True,Centrum-Oost,52.37248,4.90522,Private room,2,1,1,16,314.0,1,365,True,7,0,5.0,True,157.0,314.0,0.07,0.1,0.15,4.99,1.0,2701.25
2154,45589687,0.6000000000000001,True,Centrum-Oost,52.37447,4.90719,Private room,2,1,2,11,336.0,1,365,True,8,0,5.0,True,168.0,336.0,0.14,0.15,0.33,4.99,1.0,2890.0
2155,45589826,0.48000000000000004,True,Centrum-Oost,52.37431,4.90538,Private room,4,1,3,14,502.0,1,365,True,4,1,3.42,True,125.5,502.0,0.1,0.14,0.31,10.99,1.0,4323.75
2156,45600909,1.0,False,De Baarsjes - Oud-West,52.36695,4.86018,Private room,4,1,3,13,288.0,1,1125,True,4,0,4.89,True,72.0,288.0,0.09,0.21,0.24,4.99,0.3333333333333333,2181.6666666666665
2157,45615057,1.0,False,De Baarsjes - Oud-West,52.36526,4.85969,Private room,2,1,1,4,143.0,1,1125,True,5,4,4.42,True,71.5,143.0,0.07,0.1,0.22,4.99,0.3333333333333333,965.0
2158,45615193,1.0,False,De Baarsjes - Oud-West,52.3673,4.85959,Private room,2,1,2,8,134.0,1,1125,True,5,0,4.5,True,67.0,134.0,0.08,0.13,0.18,4.99,1.0,940.0
2159,45615277,1.0,False,De Baarsjes - Oud-West,52.36735,4.86146,Private room,2,1,2,9,143.0,1,1125,True,4,4,4.6,True,71.5,143.0,0.08,0.15,0.19,4.99,1.0,965.0
2160,45615306,1.0,False,De Baarsjes - Oud-West,52.36565,4.86157,Private room,2,1,1,15,217.0,1,1125,True,8,0,4.5,True,108.5,217.0,0.05,0.19,0.29,4.99,1.0,1606.6666666666667
2161,45615322,1.0,False,De Baarsjes - Oud-West,52.36541,4.8592,Private room,2,1,1,3,138.0,1,1125,True,4,2,4.68,True,69.0,138.0,0.08,0.14,0.19,4.99,1.0,965.0
2162,45635875,0.67,False,Oud-Oost,52.35922,4.92579,Entire home/apt,2,1,1,5,129.0,4,1125,True,0,1,5.0,False,64.5,516.0,0.07,0.2,0.18,4.99,0.0,508.4931506849315
2163,45646002,0.88,False,De Pijp - Rivierenbuurt,52.35533,4.89063,Private room,2,1,1,2,108.0,3,1125,True,2,4,4.73,True,54.0,324.0,0.04,0.12,0.16,4.99,0.8091603053435115,613.9694656488549
2164,45646849,0.74,False,De Pijp - Rivierenbuurt,52.35512,4.88909,Private room,2,1,1,5,117.0,3,1125,True,5,6,4.7,True,58.5,351.0,0.07,0.18,0.15,4.99,0.7546468401486989,590.7992565055762
2165,45694235,0.86,False,Centrum-West,52.37732,4.88125,Private room,2,1,1,1,110.0,3,365,True,2,6,4.89,False,55.0,330.0,0.08,0.17,0.17,4.99,0.181058495821727,632.8551532033426
2166,45695711,0.5,False,Centrum-Oost,52.36137,4.89237,Private room,3,1,3,9,162.0,1,60,True,2,14,4.51,True,54.0,162.0,0.07,0.17,0.18,4.99,0.12,892.8
2167,45744936,0.65,False,Centrum-Oost,52.36147,4.89102,Private room,5,1,5,7,212.0,1,1125,True,11,5,4.35,True,42.4,212.0,0.12,0.23,0.2,4.99,0.1111111111111111,1367.2222222222222
2168,45763935,0.09,False,Westerpark,52.39038,4.88191,Entire home/apt,2,1,1,1,38.0,5,60,True,0,0,4.75,True,19.0,190.0,0.08,0.06,0.12,0.99,0.030136986301369864,332.4246575342466
2169,45822978,0.75,False,De Aker - Nieuw Sloten,52.342,4.80547,Entire home/apt,3,2,1,1,92.0,1,1125,True,0,0,5.0,False,30.67,92.0,0.05,0.14,0.14,4.99,0.0,587.7777777777778
2170,45838899,0.3800000000000001,False,Centrum-West,52.371735,4.899029,Private room,2,1,1,8,184.0,1,1125,True,5,5,4.95,False,92.0,184.0,0.08,0.21,0.14,4.99,0.6323529411764706,1270.735294117647
2171,45841645,1.0,False,Centrum-West,52.371735,4.899029,Private room,2,1,1,5,175.0,1,1125,True,7,0,4.8,True,87.5,175.0,0.06,0.17,0.23,4.99,0.7761194029850746,1203.358208955224
2172,45889758,0.6,False,Centrum-Oost,52.37059,4.90639,Private room,2,1,1,11,155.0,1,14,True,0,1,4.5,True,77.5,155.0,0.08,0.14,0.22,4.99,0.0,746.875
2173,45949435,0.25,False,Bos en Lommer,52.37643,4.86166,Entire home/apt,4,2,3,12,210.0,2,1125,True,0,0,5.0,False,52.5,420.0,0.07,0.26,0.32,4.99,0.2727272727272727,1054.5454545454545
2174,45953998,0.0,False,Centrum-West,52.37175,4.88002,Entire home/apt,2,1,1,4,175.0,21,31,True,5,0,5.0,False,87.5,3675.0,0.09,0.2,0.24,4.99,0.6821917808219178,875.0
2175,45966716,0.42,False,Oud-Noord,52.38665,4.92306,Private room,4,1,3,3,120.0,3,10,True,1,1,4.17,False,30.0,360.0,0.05,0.09,0.18,4.99,0.09315068493150686,706.972602739726
2176,45982523,0.62,False,Centrum-Oost,52.37091,4.90566,Private room,2,1,1,10,140.0,1,14,True,0,3,4.67,True,70.0,140.0,0.09,0.12,0.15,4.99,0.0,680.0
2177,45998980,0.8,False,Centrum-Oost,52.36923,4.90604,Shared room,1,1,2,4,71.0,1,14,True,0,2,4.52,True,71.0,71.0,0.05,0.11,0.15,2.99,0.0,410.0
2178,45999354,0.76,False,Centrum-Oost,52.37008,4.90778,Shared room,1,1,2,2,84.0,1,14,True,0,1,4.67,True,84.0,84.0,0.05,0.1,0.14,4.99,0.0,485.0
2179,46115777,1.0,True,Centrum-West,52.36765,4.88049,Entire home/apt,2,1,1,6,76.0,3,1125,True,1,0,5.0,True,38.0,228.0,0.05,0.12,0.15,4.99,0.0027397260273972603,545.068493150685
2180,46184998,0.67,False,IJburg - Zeeburgereiland,52.34328,5.00975,Entire home/apt,4,2,5,17,455.0,4,16,True,0,0,3.74,True,113.75,1820.0,0.05,0.19,0.21,10.99,0.4246575342465753,2270.082191780822
2181,46254494,0.96,False,Centrum-West,52.36669,4.88423,Private room,3,1,2,5,177.0,3,1125,True,7,1,4.26,True,59.0,531.0,0.09,0.23,0.22,4.99,0.8983516483516484,1468.8049450549452
2182,46346104,0.99,False,Oud-Oost,52.36052,4.90946,Private room,2,1,1,6,153.0,3,1125,True,15,1,4.13,True,76.5,459.0,0.08,0.22,0.14,4.99,0.958904109589041,1210.7945205479452
2183,46346167,0.94,False,Centrum-Oost,52.3609,4.90943,Private room,2,1,1,6,153.0,3,1125,True,12,0,4.69,True,76.5,459.0,0.07,0.07,0.2,4.99,0.9505494505494505,1217.8983516483515
2184,46346561,0.85,False,Centrum-West,52.37043,4.8902,Private room,2,1,1,4,154.0,3,1125,True,19,0,3.5,True,77.0,462.0,0.07,0.21,0.17,4.99,0.9697802197802198,1210.521978021978
2185,46346815,0.79,False,Centrum-West,52.36681,4.88602,Private room,2,1,1,1,131.0,3,1125,True,5,0,4.0,True,65.5,393.0,0.06,0.19,0.17,4.99,0.9148351648351648,1051.043956043956
2186,46347062,0.7400000000000001,False,Centrum-West,52.36707,4.8856,Private room,3,1,1,7,183.0,3,1125,True,22,0,3.0,True,61.0,549.0,0.07,0.15,0.17,4.99,0.978021978021978,1540.0274725274726
2187,46347644,0.98,False,Centrum-West,52.36605,4.88591,Private room,2,1,1,4,153.0,3,1125,True,15,0,4.38,True,76.5,459.0,0.05,0.13,0.2,4.99,0.9395604395604396,1220.0961538461538
2188,46347796,0.78,False,Centrum-West,52.36772,4.88426,Private room,2,1,1,6,153.0,3,1125,True,16,0,3.85,True,76.5,459.0,0.08,0.04,0.16,4.99,0.9338842975206612,1220.8539944903582
2189,46348037,0.6799999999999999,False,Centrum-West,52.36722,4.89531,Private room,2,1,1,5,115.0,3,1125,True,22,2,4.56,True,57.5,345.0,0.06,0.16,0.21,4.99,0.967032967032967,1169.065934065934
2190,46348181,0.6,False,Centrum-West,52.36729,4.8939,Private room,2,1,1,8,115.0,3,1125,True,17,2,4.38,True,57.5,345.0,0.05,0.12,0.2,4.99,0.9561643835616438,1167.7397260273972
2191,46368959,1.0,False,De Baarsjes - Oud-West,52.36571,4.86067,Private room,2,1,1,8,217.0,1,1125,True,12,0,4.0,True,108.5,217.0,0.08,0.14,0.23,4.99,1.0,1606.6666666666667
2192,46369075,1.0,False,De Baarsjes - Oud-West,52.36698,4.85857,Private room,4,1,3,16,288.0,1,1125,True,9,2,4.52,True,72.0,288.0,0.01,0.15,0.25,4.99,1.0,2181.6666666666665
2193,46369170,1.0,False,De Baarsjes - Oud-West,52.36666,4.85863,Private room,2,1,1,5,138.0,1,1125,True,4,0,4.39,True,69.0,138.0,0.07,0.1,0.18,4.99,1.0,965.0
2194,46369237,1.0,False,De Baarsjes - Oud-West,52.36508,4.86037,Private room,2,1,1,6,143.0,1,1125,True,6,0,4.25,True,71.5,143.0,0.08,0.16,0.19,4.99,1.0,965.0
2195,46369286,1.0,False,De Baarsjes - Oud-West,52.36574,4.86059,Private room,2,1,1,3,143.0,1,1125,True,1,4,4.54,True,71.5,143.0,0.07,0.1,0.19,4.99,1.0,965.0
2196,46374246,0.81,False,Centrum-Oost,52.36397,4.91033,Private room,4,1,2,13,250.0,3,1001,True,6,6,4.93,False,62.5,750.0,0.11,0.18,0.25,4.99,0.3903133903133903,1096.3675213675215
2197,46389970,0.56,False,De Pijp - Rivierenbuurt,52.34947,4.88834,Entire home/apt,4,2,2,4,140.0,5,1125,True,0,0,5.0,False,35.0,700.0,0.07,0.11,0.19,4.99,0.021917808219178082,700.0
2198,46478635,1.0,False,Bos en Lommer,52.37568,4.84558,Entire home/apt,4,2,2,14,349.0,1,365,True,18,7,4.78,True,87.25,349.0,0.11,0.17,0.24,4.99,1.0,2376.153846153846
2199,46498605,0.23,False,Bos en Lommer,52.3751,4.85743,Entire home/apt,4,2,2,10,125.0,4,50,True,0,0,5.0,False,31.25,500.0,0.05,0.13,0.16,4.99,0.005479452054794521,625.0
2200,46591961,1.0,False,Bos en Lommer,52.37599,4.84512,Entire home/apt,2,1,1,8,208.0,1,365,True,19,5,4.57,True,104.0,208.0,0.08,0.23,0.28,4.99,1.0,1813.4615384615386
2201,46591985,1.0,False,Bos en Lommer,52.37795,4.84358,Entire home/apt,4,2,2,9,222.0,1,365,True,26,37,4.74,True,55.5,222.0,0.08,0.17,0.29,4.99,1.0,1876.923076923077
2202,46592004,1.0,False,Bos en Lommer,52.37575,4.84523,Entire home/apt,4,2,2,14,362.0,1,365,True,17,0,4.5,True,90.5,362.0,0.14,0.15,0.24,4.99,1.0,2444.230769230769
2203,46592046,1.0,False,Bos en Lommer,52.37636,4.84356,Entire home/apt,6,3,4,15,397.0,1,365,True,22,2,4.65,True,66.17,397.0,0.15,0.25,0.31,4.99,1.0,2656.923076923077
2204,46592073,1.0,False,Bos en Lommer,52.3758,4.84539,Entire home/apt,6,3,4,13,424.0,1,365,True,27,15,4.2700000000000005,True,70.67,424.0,0.13,0.22,0.25,10.99,1.0,2803.4615384615386
2205,46592126,1.0,False,Bos en Lommer,52.37775,4.84565,Entire home/apt,8,4,6,29,670.0,1,365,True,25,10,4.390000000000001,True,83.75,670.0,0.19,0.13,0.27,10.99,0.8,4364.4
2206,46592145,1.0,False,Bos en Lommer,52.37751,4.84541,Entire home/apt,6,3,4,24,615.0,1,365,True,22,2,3.51,True,102.5,615.0,0.16,0.28,0.27,10.99,1.0,4122.307692307692
2207,46592190,1.0,False,Bos en Lommer,52.37766,4.84528,Entire home/apt,8,4,6,30,810.0,1,365,True,15,3,3.9099999999999997,True,101.25,810.0,0.08,0.32,0.27,10.99,0.7692307692307693,5194.615384615385
2208,46668387,0.61,False,De Baarsjes - Oud-West,52.36347,4.85421,Entire home/apt,2,1,1,24,400.0,3,1125,True,18,1,3.4,True,200.0,1200.0,0.11,0.15,0.3,10.99,0.9643835616438357,2000.0
2209,46701805,0.42000000000000004,False,Centrum-West,52.38289,4.88431,Entire home/apt,2,1,1,1,120.0,3,30,True,0,0,5.0,True,60.0,360.0,0.06,0.14,0.18,4.99,0.0,668.5616438356165
2210,46718762,0.33,False,Noord-West,52.42167,4.89633,Entire home/apt,3,2,2,7,120.0,4,30,True,4,0,5.0,False,40.0,480.0,0.06,0.14,0.21,4.99,0.09863013698630137,634.2054794520548
2211,46745762,0.53,False,Oud-Noord,52.39561,4.90479,Entire home/apt,3,2,1,9,175.0,4,1125,True,0,0,4.67,False,58.33,700.0,0.08,0.2,0.16,4.99,0.07945205479452055,875.0
2212,46773729,0.5,False,Westerpark,52.37424,4.86848,Entire home/apt,3,2,1,5,150.0,2,1125,True,0,0,4.38,False,50.0,300.0,0.06,0.1,0.21,4.99,0.0,767.5
2213,46796165,0.44,False,Westerpark,52.38345,4.87819,Entire home/apt,2,1,1,1,126.0,3,8,True,0,1,5.0,False,63.0,378.0,0.07,0.07,0.18,4.99,0.0,665.6164383561644
2214,47017355,1.0,True,Centrum-Oost,52.36487,4.90745,Entire home/apt,2,1,1,14,299.0,1,6,True,0,0,4.84,True,149.5,299.0,0.06,0.36,0.16,4.99,0.0,1895.0
2215,47352181,1.0,False,Westerpark,52.39431,4.87771,Entire home/apt,2,1,1,7,192.0,3,120,True,6,0,4.47,True,96.0,576.0,0.06,0.15,0.18,4.99,0.46301369863013697,1068.5890410958905
2216,47469046,0.5,False,Noord-Oost,52.40606,4.93459,Entire home/apt,4,2,3,14,413.0,3,1125,True,0,0,4.71,True,103.25,1239.0,0.08,0.32,0.24,10.99,0.7835616438356164,2066.2328767123286
2217,47573141,1.0,True,Centrum-Oost,52.36382,4.90679,Entire home/apt,2,1,1,6,249.0,7,27,True,0,1,4.83,True,124.5,1743.0,0.06,0.1,0.23,4.99,0.3506849315068493,1293.3835616438357
2218,47709909,1.0,False,Westerpark,52.39448,4.87629,Entire home/apt,2,1,1,10,227.0,3,120,True,6,0,4.44,True,113.5,681.0,0.12,0.24,0.26,4.99,0.38082191780821917,1187.2876712328766
2219,47728246,0.05999999999999997,True,Centrum-West,52.38289,4.88623,Entire home/apt,2,1,1,12,100.0,7,180,True,11,0,4.67,False,50.0,700.0,0.08,0.11,0.14,4.99,0.08493150684931507,500.0
2220,47839531,0.6,False,Centrum-Oost,52.36479,4.90458,Entire home/apt,6,3,5,9,261.0,7,180,True,0,0,4.6,True,43.5,1827.0,0.1,0.18,0.25,4.99,0.09041095890410959,15606.972602739726
2221,47882460,0.9199999999999999,False,Zuid,52.35473,4.8824,Entire home/apt,4,2,2,12,317.0,1,99,True,14,9,4.43,True,79.25,317.0,0.13,0.2,0.2,4.99,0.16666666666666666,1460.2777777777778
2222,47899171,0.53,True,Centrum-Oost,52.361313,4.898549,Private room,2,1,1,10,256.0,1,1125,True,5,0,4.97,True,128.0,256.0,0.07,0.25,0.27,4.99,0.3291139240506329,1295.0
2223,47917082,0.89,False,Centrum-West,52.36858,4.88712,Private room,2,1,1,9,273.0,1,365,True,7,1,4.68,False,136.5,273.0,0.08,0.18,0.26,4.99,0.92,1620.0
2224,47989069,0.79,False,Centrum-Oost,52.36334,4.90489,Entire home/apt,4,2,3,3,195.0,7,180,True,0,0,4.5,True,48.75,1365.0,0.06,0.17,0.18,4.99,0.09065934065934066,15274.793956043955
2225,48004432,0.53,False,Centrum-West,52.36682,4.88388,Entire home/apt,4,2,3,9,240.0,7,180,True,5,3,4.38,True,60.0,1680.0,0.08,0.24,0.27,4.99,0.1095890410958904,20365.424657534248
2226,48004711,0.61,False,Centrum-West,52.36893,4.88469,Entire home/apt,6,3,5,15,381.0,7,180,True,7,1,4.56,True,63.5,2667.0,0.07,0.08,0.13,4.99,0.12602739726027398,20819.013698630137
2227,48004848,0.77,False,Centrum-West,52.36964,4.88023,Entire home/apt,4,2,2,10,196.0,7,180,True,0,0,5.0,True,49.0,1372.0,0.09,0.15,0.19,4.99,0.5945205479452055,20228.931506849316
2228,48004872,1.0,False,Centrum-West,52.3789,4.88378,Entire home/apt,4,2,2,12,229.0,7,180,True,2,0,4.0,True,57.25,1603.0,0.09,0.2,0.21,4.99,0.6547945205479452,20333.575342465752
2229,48004925,0.78,False,Centrum-West,52.37118,4.88286,Entire home/apt,6,3,4,15,382.0,7,180,True,5,0,4.67,True,63.67,2674.0,0.06,0.23,0.26,4.99,0.0136986301369863,20822.945205479453
2230,48005004,1.0,False,Zuid,52.36155,4.88064,Entire home/apt,4,2,3,8,218.0,7,180,True,2,1,3.67,True,54.5,1526.0,0.1,0.16,0.15,4.99,0.336986301369863,20295.23287671233
2231,48005116,0.45999999999999996,False,De Pijp - Rivierenbuurt,52.35712,4.89098,Entire home/apt,7,4,7,14,392.0,7,180,True,10,2,4.83,True,56.0,2744.0,0.09,0.19,0.18,4.99,0.6657534246575343,13921.0
2232,48008046,0.7999999999999999,False,De Pijp - Rivierenbuurt,52.35708,4.89113,Entire home/apt,4,2,3,6,177.0,7,180,True,8,0,5.0,True,44.25,1239.0,0.07,0.15,0.23,4.99,0.6986301369863014,12926.013698630137
2233,48008123,1.0,False,De Pijp - Rivierenbuurt,52.35775,4.88945,Entire home/apt,4,2,3,3,229.0,7,180,True,1,1,4.4,True,57.25,1603.0,0.07,0.11,0.21,4.99,0.6054794520547945,13173.575342465754
2234,48008144,0.71,False,De Pijp - Rivierenbuurt,52.35712,4.89091,Entire home/apt,4,2,3,11,220.0,7,180,True,6,2,4.43,True,55.0,1540.0,0.13,0.24,0.26,4.99,0.6191780821917808,17593.931506849316
2235,48036961,0.58,False,Centrum-West,52.3759,4.87735,Entire home/apt,4,2,4,11,218.0,7,180,True,5,0,4.0,True,54.5,1526.0,0.09,0.16,0.2,4.99,0.06301369863013699,20295.23287671233
2236,48037184,0.96,False,Westerpark,52.37744,4.87718,Entire home/apt,6,3,6,17,359.0,7,180,True,6,0,5.0,True,59.83,2513.0,0.04,0.19,0.28,4.99,0.36164383561643837,20749.424657534248
2237,48037288,0.96,False,Westerpark,52.37787,4.87558,Entire home/apt,4,2,3,11,185.0,7,180,True,7,2,4.8,True,46.25,1295.0,0.07,0.18,0.19,4.99,0.726027397260274,20189.76712328767
2238,48037306,0.96,False,Westerpark,52.37559,4.87567,Entire home/apt,4,2,4,7,218.0,7,180,True,3,1,5.0,True,54.5,1526.0,0.12,0.18,0.19,4.99,0.6657534246575343,20295.23287671233
2239,48037887,0.37,False,De Pijp - Rivierenbuurt,52.35817,4.90069,Entire home/apt,4,2,4,12,210.0,7,180,True,6,0,5.0,True,52.5,1470.0,0.1,0.23,0.31,4.99,0.7287671232876712,17436.890410958906
2240,48037901,0.69,False,De Pijp - Rivierenbuurt,52.35797,4.90092,Entire home/apt,4,2,2,10,166.0,7,180,True,3,3,3.33,True,41.5,1162.0,0.08,0.15,0.14,4.99,0.7506849315068493,17333.95890410959
2241,48037915,0.94,False,De Pijp - Rivierenbuurt,52.3584,4.90281,Entire home/apt,6,3,2,10,340.0,7,180,True,10,0,4.83,True,56.67,2380.0,0.11,0.23,0.2,4.99,0.7753424657534247,17747.54794520548
2242,48127625,0.82,False,Zuid,52.3601,4.88193,Private room,2,1,2,8,241.0,1,365,True,17,0,4.0,True,120.5,241.0,0.09,0.08,0.3,4.99,1.0,1440.0
2243,48127633,1.0,False,Zuid,52.3601,4.88193,Private room,3,1,2,9,306.0,1,365,True,23,4,4.47,True,102.0,306.0,0.07,0.25,0.34,4.99,0.9090909090909091,1765.0
2244,48127644,0.6699999999999999,False,Zuid,52.3601,4.88193,Private room,2,1,1,6,241.0,1,365,True,15,1,4.45,True,120.5,241.0,0.09,0.13,0.22,4.99,0.7272727272727273,1440.0
2245,48127657,0.62,False,Zuid,52.3601,4.88193,Private room,3,1,2,7,306.0,1,1125,True,22,0,5.0,True,102.0,306.0,0.04,0.24,0.18,4.99,1.0,1765.0
2246,48127663,0.64,False,Zuid,52.3601,4.88193,Private room,4,1,2,14,371.0,1,365,True,18,0,4.77,True,92.75,371.0,0.03,0.14,0.16,4.99,0.5454545454545454,2090.0
2247,48127669,0.42000000000000004,False,Zuid,52.3601,4.88193,Private room,2,1,1,12,256.0,1,365,True,20,0,5.0,True,128.0,256.0,0.07,0.21,0.25,4.99,0.9090909090909091,1515.0
2248,48127716,1.0,True,Centrum-West,52.37888,4.89217,Private room,3,1,2,10,345.0,1,365,True,0,0,5.0,True,115.0,345.0,0.08,0.19,0.22,4.99,0.0,2080.0
2249,48127717,0.8999999999999999,True,Centrum-West,52.37888,4.89217,Hotel room,2,1,1,16,308.0,1,365,True,0,0,4.75,True,154.0,308.0,0.09,0.16,0.34,4.99,0.0,1865.0
2250,48127726,0.96,True,Centrum-West,52.37888,4.89217,Private room,2,1,1,15,260.0,1,365,True,0,0,4.56,True,130.0,260.0,0.12,0.28,0.24,4.99,0.0,1695.0
2251,48153670,1.0,False,Westerpark,52.38291,4.87211,Entire home/apt,2,1,1,7,150.0,7,30,True,2,0,5.0,False,75.0,1050.0,0.07,0.14,0.18,4.99,0.038356164383561646,751.7534246575342
2252,48202921,0.32,False,Bos en Lommer,52.37628,4.8604,Entire home/apt,3,2,1,8,225.0,3,14,True,0,0,4.5,False,75.0,675.0,0.11,0.2,0.22,4.99,0.0,1125.0
2253,48220980,0.88,False,Centrum-West,52.36869,4.88795,Private room,3,1,2,4,251.0,1,365,True,6,2,4.51,False,83.67,251.0,0.05,0.1,0.24,4.99,0.75,1494.7916666666667
2254,48306436,0.7,True,Centrum-West,52.37497,4.88113,Private room,2,1,1,4,155.0,3,1125,True,6,9,5.0,False,77.5,465.0,0.08,0.15,0.2,4.99,0.0997229916897507,791.8836565096952
2255,48559369,0.5,False,Centrum-Oost,52.36272,4.89931,Private room,2,1,2,9,146.0,2,1125,True,0,0,4.36,False,73.0,292.0,0.06,0.17,0.19,4.99,0.8136986301369863,703.3424657534247
2256,48636182,0.44,False,Geuzenveld - Slotermeer,52.37611,4.82074,Entire home/apt,4,2,3,16,335.0,3,1125,True,7,1,5.0,False,83.75,1005.0,0.09,0.19,0.22,4.99,0.019178082191780823,1748.4246575342465
2257,48708182,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36443,4.93467,Entire home/apt,2,1,1,1,139.0,2,1125,True,1,2,5.0,False,69.5,278.0,0.07,0.11,0.22,4.99,0.7142857142857143,1267.857142857143
2258,48714757,0.75,False,Oud-Oost,52.35591,4.91813,Entire home/apt,4,2,2,1,75.0,7,365,True,0,0,5.0,False,18.75,525.0,0.05,0.09,0.16,4.99,0.0,409.4109589041096
2259,48778366,0.43,False,Bijlmer-Oost,52.32806,4.97717,Entire home/apt,4,2,2,9,220.0,3,15,True,2,1,5.0,False,55.0,660.0,0.09,0.23,0.26,4.99,0.0410958904109589,1009.8630136986301
2260,48818438,0.6,False,De Baarsjes - Oud-West,52.37231,4.85748,Private room,2,1,1,5,111.0,3,30,True,3,1,4.79,False,55.5,333.0,0.07,0.18,0.16,4.99,0.0547945205479452,555.1232876712329
2261,48945665,0.41000000000000003,False,De Pijp - Rivierenbuurt,52.34487,4.89883,Entire home/apt,4,2,2,7,130.0,3,30,True,0,0,4.83,False,32.5,390.0,0.07,0.17,0.22,4.99,0.0,843.2465753424658
2262,48947535,1.0,True,Centrum-West,52.37616,4.8911,Entire home/apt,4,2,4,13,336.0,7,1125,True,4,0,5.0,True,84.0,2352.0,0.08,0.15,0.29,4.99,0.21095890410958903,2618.150684931507
2263,48949401,1.0,False,Westerpark,52.39448,4.87636,Entire home/apt,2,1,1,6,210.0,3,120,True,10,2,4.35,True,105.0,630.0,0.04,0.26,0.16,4.99,0.4821917808219178,1084.849315068493
